sector_name,lat,long,address,zone,sector_type,population,housing,income,housing_size,amount_waste,amount_waste_kg,waste_rate,edit_date
ทต.คุ้งสำเภา,15.31028199,100.0820187,ตำบล คุ้งสำเภา อำเภอมโนรมย์ ชัยนาท 17110,ภาคกลาง,เทศบาลตำบล (ทต.),1788.00,990.00,108000.00,1.81,0.45,450.00,0.25,01-06-22
ทต.จรเข้สามพัน,14.32581279,99.86238809,"อาคารสำนักงานเทศบาลตำบลจรเข้สามพัน, ตำบลจรเข้สามพัน อำเภออู่ทอง จังหวัดสุพรรณบุรี, 72160 71170",ภาคกลาง,เทศบาลตำบล (ทต.),13334.00,4678.00,NaN,2.85,17.00,17000.00,1.27,01-06-22
ทต.ดงคอน,15.0144769,100.1436766,ต.ดงคอน อำเภอ สรรคบุรี ชัยนาท 17140,ภาคกลาง,เทศบาลตำบล (ทต.),11977.00,4039.00,NaN,2.97,1.01,1010.00,0.08,01-06-22
ทต.ดอนเจดีย์,14.62897433,100.0149966,888 หมู่ 5 ถนน เทศบาล ซอย4 ตำบล ดอนเจดีย์ อำเภอ ดอนเจดีย์ สุพรรณบุรี 72170,ภาคกลาง,เทศบาลตำบล (ทต.),3088.00,1339.00,100000.00,2.31,5.60,5600.00,1.81,01-06-22
ทต.ดอนทราย,13.64246682,99.86127866,ตำบลดอนทราย อำเภอโพธาราม ราชบุรี 70120,ภาคกลาง,เทศบาลตำบล (ทต.),9644.00,3347.00,40000.00,2.88,3.00,3000.00,0.31,01-06-22
ทต.ดอนยายหอม,13.72480607,100.0817095,"999 หมู่ 1, ตำบลดอนยายหอม อำเภอเมืองนครปฐม จังหวัดนครปฐม, 73000 73000",ภาคกลาง,เทศบาลตำบล (ทต.),6539.00,2006.00,NaN,3.26,6.50,6500.00,0.99,01-06-22
ทต.ด่านสำโรง,13.64085163,100.6086977,545 ซอย ด่านสำโรง 47 ตำบล สำโรงเหนือ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,ภาคกลาง,เทศบาลตำบล (ทต.),54677.00,25511.00,28712.00,2.14,87.00,87000.00,1.59,01-06-22
ทต.ดำเนินสะดวก,13.51761107,99.95449639,ตำบล ดำเนินสะดวก อำเภอดำเนินสะดวก ราชบุรี 70130,ภาคกลาง,เทศบาลตำบล (ทต.),7217.00,3256.00,NaN,2.22,7.90,7900.00,1.09,01-06-22
ทต.ตลาดเกรียบ,14.27799244,100.5728183,54 หมู่ 5 ตลาดเกรียบ อำเภอบางปะอิน จังหวัดพระนครศรีอยุธยา 13160,ภาคกลาง,เทศบาลตำบล (ทต.),2805.00,805.00,84955.29,3.48,1.50,1500.00,0.53,01-06-22
ทต.ตะกุด,14.54569962,100.9344664,หมู่ที่6 เลขที่ 99/19 ถนนเทศบาล 5 ตำบล ตะกุด อำเภอเมืองสระบุรี สระบุรี 18000,ภาคกลาง,เทศบาลตำบล (ทต.),4770.00,2227.00,105000.00,2.14,7.76,7760.00,1.63,01-06-22
ทต.ถอนสมอ,14.76237078,100.3903158,403/12 ซอย เทศบาล 12 ตำบล ถอนสมอ อำเภอ ท่าช้าง สิงห์บุรี 16140,ภาคกลาง,เทศบาลตำบล (ทต.),8756.00,3404.00,58446.00,2.57,8.90,8900.00,1.02,01-06-22
ทต.ทับยา,14.96153258,100.3460913,"12 หมู่5, ตำบลทับยา อำเภออินทร์บุรี จังหวัดสิงห์บุรี, 16110 16110",ภาคกลาง,เทศบาลตำบล (ทต.),5946.00,2130.00,101526.00,2.79,5.07,5073.80,0.85,01-06-22
ทต.ทับสะแก,11.4958273,99.62077265,111 หมู่ 11 ตำบลทับสะแก อำเภอทับสะแก ประจวบคีรีขันธ์ 77130,ภาคกลาง,เทศบาลตำบล (ทต.),6556.00,3467.00,NaN,1.89,7.00,7000.00,1.07,01-06-22
ทต.ท่าเสด็จ,14.4929599,100.0153411,333 หมูที่6 ตำบล สระเเก้ว อำเภอเมืองสุพรรณบุรี สุพรรณบุรี 72230,ภาคกลาง,เทศบาลตำบล (ทต.),14206.00,4285.00,NaN,3.32,5.00,5000.00,0.35,01-06-22
ทต.ท่าโขลง,14.91398037,100.4660335,"อาคารสำนักงานเทศบาลตำบลท่าโขลง, ตำบลเขาสมอคอน อำเภอท่าวุ้ง จังหวัดลพบุรี, 15180",ภาคกลาง,เทศบาลตำบล (ทต.),2275.00,991.00,101665.00,2.30,3.50,3500.00,1.54,01-06-22
ทต.ทางพระ,14.67607398,100.3482381,"หมู่1, ตำบลทางพระ อำเภอโพธิ์ทอง จังหวัดอ่างทอง, 14120 14120",ภาคกลาง,เทศบาลตำบล (ทต.),2661.00,893.00,NaN,2.98,NaN,NaN,NaN,01-06-22
ทต.ท้าวอู่ทอง,14.36046515,99.8851577,"ตำบลอู่ทอง อำเภออู่ทองสุพรรณบุรี จังหวัดสุพรรณบุรี, 72160",ภาคกลาง,เทศบาลตำบล (ทต.),15851.00,5659.00,NaN,2.80,16.00,16000.00,1.01,01-06-22
ทต.ท่าวุ้ง ,14.81119047,100.5117294,หมู่ที่ 2 88 ตำบล ท่าวุ้ง อำเภอท่าวุ้ง ลพบุรี 15150,ภาคกลาง,เทศบาลตำบล (ทต.),2206.00,904.00,NaN,2.44,1.70,1700.00,0.77,01-06-22
ทต.ธรรมามูล,15.25248137,100.0963337,"เลข ที่ 261 หมู่ ที่ 2 ตำบล ธร ร ร มา มูล 17000, อำเภอเมืองชัยนาท ชัยนาท 17000",ภาคกลาง,เทศบาลตำบล (ทต.),7545.00,2707.00,60000.00,2.79,2.00,2000.00,0.27,01-06-22
ทต.นางบวช,14.81405843,100.1163139,999 หมู่ที่ 4 ตำบล นางบวช อำเภอเดิมบางนางบวช สุพรรณบุรี 72120,ภาคกลาง,เทศบาลตำบล (ทต.),4351.00,1627.00,NaN,2.67,1.70,1700.00,0.39,01-06-22
ทต.นางลือ,15.11507588,100.070399,ตำบล นางลือ อำเภอเมืองชัยนาท ชัยนาท 17000,ภาคกลาง,เทศบาลตำบล (ทต.),7583.00,2567.00,81908.87,2.95,1.42,1417.00,0.19,01-06-22
ทต.นายาว,14.75653946,100.7557959,ตำบล นายาว อำเภอพระพุทธบาท สระบุรี 18120,ภาคกลาง,เทศบาลตำบล (ทต.),4331.00,1742.00,NaN,2.49,4.00,4000.00,0.92,01-06-22
ทต.บางเตย,14.06562541,100.522696,ตำบลบางเตย อำเภอสามโคก ปทุมธานี 12160,ภาคกลาง,เทศบาลตำบล (ทต.),10978.00,4507.00,263775.00,2.44,17.00,17000.00,1.55,01-06-22
ทต.บางเสาธง,13.58107884,100.7956771,213/1 หมู่1 ถนนเทพารักษ์ ตำบลบางเสาธง อำเภอบางเสาธง สมุทรปราการ 10570,ภาคกลาง,เทศบาลตำบล (ทต.),21661.00,17117.00,NaN,1.27,68.37,68370.00,3.16,01-06-22
ทต.บางแพ,13.69827153,99.90697724,ตำบล วังเย็น อำเภอบางแพ ราชบุรี 70160,ภาคกลาง,เทศบาลตำบล (ทต.),16143.00,6292.00,NaN,2.57,10.00,10000.00,0.62,01-06-22
ทต.บางจัก,14.52107295,100.3680576,72 1 ตำบล บางจัก อำเภอ วิเศษชัยชาญ อ่างทอง 14110,ภาคกลาง,เทศบาลตำบล (ทต.),6521.00,2700.00,100000.00,2.42,2.50,2500.00,0.38,01-06-22
ทต.บางนกแขวก,13.50720114,99.91754757,28 ถนน โยธาธิการ สมุุทรสาคร หมู่ 2 3 4 ตำบล กระดังงา อำเภอ บางคนที สมุทรสงคราม 75120,ภาคกลาง,เทศบาลตำบล (ทต.),1740.00,853.00,32000.00,2.04,1.60,1600.00,0.92,01-06-22
ทต.บางน้ำเชี่ยว,14.77574025,100.4506179,350 AH1 ตำบล บางน้ำเชี่ยว อำเภอพรหมบุรี สิงห์บุรี 16120,ภาคกลาง,เทศบาลตำบล (ทต.),3394.00,1375.00,NaN,2.47,1.74,1740.00,0.51,01-06-22
ทต.บางพลี ,13.60565202,100.706529,สุขาภิบาล 4 ตำบล บางพลีใหญ่ อำเภอบางพลี สมุทรปราการ 10540,ภาคกลาง,เทศบาลตำบล (ทต.),11827.00,2204.00,NaN,5.37,25.00,25000.00,2.11,01-06-22
ทต.บางยี่รงค์,13.4876162,99.92333071,"28 หมู่ 9, ตำบลบางยี่รงค์ อำเภอบางคนที จังหวัดสมุทรสงคราม, 75120 75120",ภาคกลาง,เทศบาลตำบล (ทต.),1752.00,739.00,NaN,2.37,1.48,1482.00,0.85,01-06-22
ทต.บางหญ้าแพรก ,13.51897683,100.25954,ตำบล บางหญ้าแพรก อำเภอเมืองสมุทรสาคร สมุทรสาคร 74000,ภาคกลาง,เทศบาลตำบล (ทต.),24409.00,9490.00,25000.00,2.57,70.00,70000.00,2.87,01-06-22
ทต.บางหลวง,14.00756427,100.5398075,423 70 ซอย บ้านกลาง 3/4 ตำบล บางหลวง อำเภอเมืองปทุมธานี ปทุมธานี 12000,ภาคกลาง,เทศบาลตำบล (ทต.),2108.00,770.00,NaN,2.74,2.30,2300.00,1.09,01-06-22
ทต.บ้านเชี่ยน,14.95618073,99.9938492,ตำบล บ้านเชี่ยน อำเภอ หันคา ชัยนาท 17130,ภาคกลาง,เทศบาลตำบล (ทต.),8748.00,2987.00,NaN,2.93,NaN,NaN,NaN,01-06-22
ทต.บ้านแพ้ว,13.58679014,100.1036236,99/9 หมู่ที่ 1 ถนนคันสหกรณ์ ตำบล หลักสาม อำเภอบ้านแพ้ว สมุทรสาคร 74120,ภาคกลาง,เทศบาลตำบล (ทต.),3261.00,1050.00,300.00,3.11,NaN,NaN,NaN,01-06-22
ทต.บ้านโพธิ์,13.59915083,101.0784159,127/17 ถนน บ้านหมู่ใหญ่ ตำบล แสนภูดาษ อำเภอบ้านโพธิ์ ฉะเชิงเทรา 24140,ภาคกลาง,เทศบาลตำบล (ทต.),8706.00,2710.00,NaN,3.21,3.00,3000.00,0.34,01-06-22
ทต.บ้านใหม่ ,13.96288495,100.542138,"อาคาร สำนักงาน เทศบาล ตำบล บ้าน ใหม่ อำเภอ เมือง, ตำบล บ้านใหม่ อำเภอเมืองปทุมธานี ปทุมธานี 12000",ภาคกลาง,เทศบาลตำบล (ทต.),14602.00,7993.00,NaN,1.83,48.00,48000.00,3.29,01-06-22
ทต.บ้านกลาง,14.00432886,100.5423729,ตำบล บ้านกลาง อำเภอเมืองปทุมธานี ปทุมธานี 12000,ภาคกลาง,เทศบาลตำบล (ทต.),12410.00,6362.00,NaN,1.95,30.00,30000.00,2.42,01-06-22
ทต.บ้านยาง,14.56811745,100.8214894,"160 หมู่4, ตำบลบ้านยาง อำเภอเสาไห้ จังหวัดสระบุรี, 18160 18160",ภาคกลาง,เทศบาลตำบล (ทต.),1018.00,415.00,100000.00,2.45,0.12,120.00,0.12,01-06-22
ทต.บ้านสิงห์ ,13.67229022,99.87548533,"222 หมู่4, ตำบลบ้านสิงห์ อำเภอโพธาราม จังหวัดราชบุรี, 70120",ภาคกลาง,เทศบาลตำบล (ทต.),12106.00,4503.00,NaN,2.69,8.00,8000.00,0.66,01-06-22
ทต.ปลายนา,14.66238751,100.2073721,128 หมู่ที่ 4 ตำบล ปลายนา อำเภอศรีประจันต์ สุพรรณบุรี 72140,ภาคกลาง,เทศบาลตำบล (ทต.),8325.00,2870.00,NaN,2.90,5.40,5400.00,0.65,01-06-22
ทต.พนมทวน,14.13154779,99.70289106,ตำบล พนมทวน อำเภอ พนมทวน กาญจนบุรี 71140,ภาคกลาง,เทศบาลตำบล (ทต.),5231.00,2177.00,NaN,2.40,4.00,4000.00,0.76,01-06-22
ทต.มวกเหล็ก,14.65631816,101.1990713,"444 ม .3, ตำบล มวกเหล็ก อำเภอมวกเหล็ก สระบุรี 18180",ภาคกลาง,เทศบาลตำบล (ทต.),6854.00,3762.00,NaN,1.82,7.00,7000.00,1.02,01-06-22
ทต.มหาพราหมณ์,14.3738945,100.4858275,ตำบล สะพานไทย อำเภอ บางบาล จังหวัดพระนครศรีอยุธยา 13250,ภาคกลาง,เทศบาลตำบล (ทต.),8615.00,2720.00,108000.00,3.17,7.00,7000.00,0.81,01-06-22
ทต.ระแหง,14.04404253,100.4300913,หมู่ที่ 4 88 ตำบล ระแหง อำเภอลาดหลุมแก้ว ปทุมธานี 12140,ภาคกลาง,เทศบาลตำบล (ทต.),10374.00,5444.00,8000.00,1.91,30.00,30000.00,2.89,01-06-22
ทต.ลำไทร,13.95914846,100.8576194,ตำบล ลำไทร อำเภอลำลูกกา ปทุมธานี 12150,ภาคกลาง,เทศบาลตำบล (ทต.),2667.00,999.00,NaN,2.67,2.00,2000.00,0.75,01-06-22
ทต.ลำนารายณ์,15.2053488,101.1357086,206 คชเสนีย์ 6 ตำบลชัยนารายณ์ อำเภอชัยบาดาล ลพบุรี 15130,ภาคกลาง,เทศบาลตำบล (ทต.),15831.00,8574.00,NaN,1.85,16.00,16000.00,1.01,01-06-22
ทต.ลำลูกกา,13.92953699,100.7376558,ตำบล บึงคำพร้อย อำเภอลำลูกกา ปทุมธานี 12150,ภาคกลาง,เทศบาลตำบล (ทต.),19133.00,10051.00,180000.00,1.90,40.00,40000.00,2.09,01-06-22
ทต.วังกะ,15.1573116,98.45033574,339 หมู่ที่ 3 ตำบลหนองลู อำเภอสังขละบุรี กาญจนบุรี 71240,ภาคกลาง,เทศบาลตำบล (ทต.),9245.00,2319.00,100000.00,3.99,15.00,15000.00,1.62,01-06-22
ทต.วังขนาย,13.95165296,99.66333424,ตำบล วังขนาย อำเภอท่าม่วง กาญจนบุรี 71110,ภาคกลาง,เทศบาลตำบล (ทต.),9169.00,3848.00,NaN,2.38,7.00,7000.00,0.76,01-06-22
ทต.วังตะเคียน,15.27801232,99.81721078,"อาคารสำนักงานเทศบาลตำบลวังตะเคียน, ตำบลวังตะเคียน อำเภอหนองมะโมง จังหวัดชัยนาท 17000",ภาคกลาง,เทศบาลตำบล (ทต.),6689.00,2466.00,NaN,2.71,NaN,NaN,NaN,01-06-22
ทต.วังม่วง,14.84010911,101.1225468,ตำบล คำพราน อำเภอ วังม่วง สระบุรี 18220,ภาคกลาง,เทศบาลตำบล (ทต.),8336.00,3323.00,NaN,2.51,4.00,4000.00,0.48,01-06-22
ทต.วัดเพลง,13.45213344,99.88516753, ตำบล วัดเพลง อำเภอ วัดเพลง ราชบุรี 70170,ภาคกลาง,เทศบาลตำบล (ทต.),1382.00,560.00,117600.00,2.47,4.00,4000.00,2.89,01-06-22
ทต.วิเศษไชยชาญ,14.58895347,100.3482159,ตำบล ศาลเจ้าโรงทอง อำเภอ วิเศษชัยชาญ อ่างทอง 14110,ภาคกลาง,เทศบาลตำบล (ทต.),6233.00,2959.00,NaN,2.11,3.94,3940.00,0.63,01-06-22
ทต.วิหารแดง,14.34555455,100.9885644,ตำบล หนองสรวง อำเภอวิหารแดง สระบุรี 18150,ภาคกลาง,เทศบาลตำบล (ทต.),4140.00,1903.00,120000.00,2.18,6.00,6000.00,1.45,01-06-22
ทต.ศิลาดาน,15.3501107,100.1024041,ตำบล ศิลาดาน อำเภอมโนรมย์ ชัยนาท 17110,ภาคกลาง,เทศบาลตำบล (ทต.),3424.00,1110.00,100000.00,3.08,4.00,4000.00,1.17,01-06-22
ทต.สรรพยา,15.13251578,100.2512637,345 หมู่ 3 ตำบล สรรพยา อำเภอสรรพยา ชัยนาท 17150,ภาคกลาง,เทศบาลตำบล (ทต.),3110.00,1339.00,NaN,2.32,1.50,1500.00,0.48,01-06-22
ทต.สระกระโจม,14.63930759,99.87761399,หมู่ที่ 4 333 ตำบล สระกระโจม อำเภอ ดอนเจดีย์ สุพรรณบุรี 72250,ภาคกลาง,เทศบาลตำบล (ทต.),2407.00,971.00,NaN,2.48,3.00,3000.00,1.25,01-06-22
ทต.สระยายโสม ,14.28234478,99.89802616,ตำบล สระยายโสม อำเภออู่ทอง สุพรรณบุรี 72220,ภาคกลาง,เทศบาลตำบล (ทต.),2838.00,1047.00,NaN,2.71,2.00,2000.00,0.70,01-06-22
ทต.สามโคก,14.04500884,100.5287356, ตำบล สามโคก อำเภอสามโคก ปทุมธานี 12160,ภาคกลาง,เทศบาลตำบล (ทต.),6915.00,1947.00,108000.00,3.55,12.00,12000.00,1.74,01-06-22
ทต.สามง่ามพัฒนา ,15.03416767,100.0253335,19 หมู่ที่ 1 ตำบล สามง่ามท่าโบสถ์ อำเภอ หันคา ชัยนาท 17160,ภาคกลาง,เทศบาลตำบล (ทต.),3640.00,1197.00,NaN,3.04,1.00,1000.00,0.27,01-06-22
ทต.สำโรงเหนือ,13.64188289,100.6037389,9 หมู่4 ถ. เทพารักษ์ ตำบลเทพารักษ์ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,ภาคกลาง,เทศบาลตำบล (ทต.),30601.00,NaN,NaN,NaN,65.00,65000.00,2.12,01-06-22
ทต.หนองแซง,15.09086867,99.98618077,หมู่ 6 111 ตำบล หนองแซง อำเภอ หันคา ชัยนาท 96130,ภาคกลาง,เทศบาลตำบล (ทต.),2846.00,529.00,96000.00,5.38,4.00,4000.00,1.41,01-06-22
ทต.หนองน้อย,15.16349471,100.0061041,"ตำบลหนองน้อย อำเภอวัดสิงห์ จังหวัดชัยนาท, 17120",ภาคกลาง,เทศบาลตำบล (ทต.),3737.00,1329.00,85418.00,2.81,1.22,1220.00,0.33,01-06-22
ทต.หนองบัว,14.61857392,100.7881375,ตำบล หนองบัว อำเภอ บ้านหมอ สระบุรี 18130,ภาคกลาง,เทศบาลตำบล (ทต.),2652.00,1055.00,NaN,2.51,4.00,4000.00,1.51,01-06-22
ทต.หนองหมู,14.30265638,100.9440708,2/1 ตำบล หนองหมู อำเภอวิหารแดง สระบุรี 18150,ภาคกลาง,เทศบาลตำบล (ทต.),1527.00,395.00,300.00,3.87,1.20,1200.00,0.79,01-06-22
ทต.หลักห้า,13.56347154,100.0563244,155 ตำบล โรงเข้ อำเภอบ้านแพ้ว สมุทรสาคร 74120,ภาคกลาง,เทศบาลตำบล (ทต.),41884.00,10326.00,NaN,4.06,20.00,20000.00,0.48,01-06-22
ทต.ห้วยกรด,15.10056106,100.207021,"เลขที่ 291 หมู่ 9, ตำบลห้วยกรด อำเภอสรรคบุรี จังหวัดชัยนาท, 17140",ภาคกลาง,เทศบาลตำบล (ทต.),8759.00,3112.00,30000.00,2.81,3.85,3850.00,0.44,01-06-22
ทต.ห้วยกรดพัฒนา,15.08124277,100.213066,ตำบล ห้วยกรด อำเภอ สรรคบุรี ชัยนาท 17140,ภาคกลาง,เทศบาลตำบล (ทต.),5371.00,1758.00,36000.00,3.06,5.40,5400.00,1.01,01-06-22
ทต.ห้วยคันเเหลน,14.56308175,100.3022497,หมู่ที่ 2 ตำบลห้วยคันเเหลน อำเภอวิเศษชัยชาญ อ่างทอง 14110,ภาคกลาง,เทศบาลตำบล (ทต.),3353.00,1047.00,50000.00,3.20,2.00,2000.00,0.60,01-06-22
ทต.ห้วยงู,15.07478972,100.0435465,163 หมู่ 5 ตำบล ห้วยงู อำเภอ หันคา ชัยนาท 17160,ภาคกลาง,เทศบาลตำบล (ทต.),5659.00,1809.00,96000.00,3.13,3.00,3000.00,0.53,01-06-22
ทต.ห้วยพลู ,13.86768828,100.209401,ตำบล วัดละมุด อำเภอนครชัยศรี นครปฐม 73120,ภาคกลาง,เทศบาลตำบล (ทต.),2193.00,890.00,NaN,2.46,7.00,7000.00,3.19,01-06-22
ทน.ปากเกร็ด,13.9123169,100.4977847,1 หมู่ 5 ถ. แจ้งวัฒนะ ตำบล ปากเกร็ด อำเภอปากเกร็ด นนทบุรี 11120,ภาคกลาง,เทศบาลนคร (ทน.),189888.00,66166.00,NaN,2.87,273.40,273400.00,1.44,01-06-22
ทน.พระนครศรีอยุธยา,14.35917059,100.5761899,27 ถนน นเรศวร ตำบลหอรัตนไชย อำเภอ พระนครศรีอยุธยา จังหวัดพระนครศรีอยุธยา 13000,ภาคกลาง,เทศบาลนคร (ทน.),49071.00,20371.00,NaN,2.41,54.00,54000.00,1.10,01-06-22
ทน.สมุทรปราการ,13.60053037,100.5965085,ถนน สุทธิภิรมย์ ตำบลปากน้ำ อำเภอเมืองสมุทรปราการ สมุทรปราการ 10270,ภาคกลาง,เทศบาลนคร (ทน.),51563.00,17294.00,NaN,2.98,100.00,100000.00,1.94,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตดอนเมือง,13.90994646,100.5946735,999 ถนน เชิดวุฒากาศ แขวง ดอนเมือง เขตดอนเมือง กรุงเทพมหานคร 10210,ภาคกลาง,เขตการปกครองพิเศษ,169259.00,75950.00,NaN,2.23,157.56,157560.00,0.93,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตทวีวัฒนา,13.77307325,100.3531894,1 ซ. อุทยาน 5 แขวง ทวีวัฒนา เขตทวีวัฒนา กรุงเทพมหานคร 10170,ภาคกลาง,เขตการปกครองพิเศษ,78749.00,33370.00,NaN,2.36,110.00,110000.00,1.40,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตบางเขน,13.87342619,100.5961062,14 ถ. พหลโยธิน แขวง อนุสาวรีย์ เขตบางเขน กรุงเทพมหานคร 10220,ภาคกลาง,เขตการปกครองพิเศษ,187220.00,114770.00,NaN,1.63,237.91,237910.00,1.27,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตบางกะปิ,13.76579299,100.6474565,189 ถ. ลาดพร้าว แขวง คลองจั่น เขตบางกะปิ กรุงเทพมหานคร 10240,ภาคกลาง,เขตการปกครองพิเศษ,148949.00,104232.00,NaN,1.43,283.26,283260.00,1.90,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตบางขุนเทียน,13.66080782,100.4354024,164 ถ. พระราม 2 แขวง แสมดำ เขตบางขุนเทียน กรุงเทพมหานคร 10150,ภาคกลาง,เขตการปกครองพิเศษ,182235.00,NaN,NaN,NaN,150.00,150000.00,0.82,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตบางบอน,13.63393132,100.3688601,1 ซอย เอกชัย 135/1 แขวงบางบอนใต้ เขตบางบอน กรุงเทพมหานคร 10150,ภาคกลาง,เขตการปกครองพิเศษ,104881.00,50682.00,NaN,2.07,200.00,200000.00,1.91,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตบางรัก,13.73052497,100.5235903,5 ถนนนเรศ แขวง สี่พระยา เขตบางรัก กรุงเทพมหานคร 10500,ภาคกลาง,เขตการปกครองพิเศษ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตราษฎร์บูรณะ ,13.68199633,100.5057704,ถนน ราษฎร์บูรณะ แขวง ราษฎร์บูรณะ เขตราษฎร์บูรณะ กรุงเทพมหานคร 10140,ภาคกลาง,เขตการปกครองพิเศษ,81919.00,37025.00,12000.00,2.21,112.96,112960.00,1.38,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตลาดกระบัง,13.72187851,100.7593414,"1471, 1 ถนน ลาดกระบัง แขวง ลาดกระบัง เขตลาดกระบัง กรุงเทพมหานคร 10520",ภาคกลาง,เขตการปกครองพิเศษ,NaN,NaN,NaN,NaN,NaN,NaN,NaN,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตวังทองหลาง,13.76424642,100.605713,999 ซ. รามคำแหง 39 แขวง พลับพลา เขตวังทองหลาง กรุงเทพมหานคร 10310,ภาคกลาง,เขตการปกครองพิเศษ,107353.00,62996.00,NaN,1.70,110.00,110000.00,1.02,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตสัมพันธวงศ์,13.73120124,100.5139852,แขวงตลาดน้อยเขตสัมพันธวงศ์,ภาคกลาง,เขตการปกครองพิเศษ,27012.00,13227.00,108000.00,2.04,40.74,40740.00,1.51,01-06-22
เขตการปกครองพิเศษ สำนักงานเขตสายไหม,13.89514473,100.6604595,กรุงเทพมหานคร 10100,ภาคกลาง,เขตการปกครองพิเศษ,207022.00,106813.00,10000.00,1.94,205.00,205000.00,0.99,01-06-22
ทต.เกษไชโย,14.71840415,100.4364922,ตำบล ไชโย อำเภอไชโย อ่างทอง 14140,ภาคกลาง,เทศบาลตำบล (ทต.),2782.00,966.00,72000.00,2.88,2.50,2500.00,0.90,01-06-22
อบต.เกาะหลัก,11.80195706,99.75363632,หมู่ 8 ตำบล เกาะหลัก อำเภอเมืองประจวบคีรีขันธ์ ประจวบคีรีขันธ์ 77000,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),15473.00,6285.00,NaN,2.46,6.00,6000.00,0.39,01-06-22
อบต.เขาล้าน,11.5221933,99.59758637,ตำบล เขาล้าน อำเภอทับสะแก ประจวบคีรีขันธ์ 77130,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),7915.00,2330.00,NaN,3.40,7.17,7170.00,0.91,01-06-22
อบต.เจริญธรรม,14.37827394,101.0006075,ตำบล เจริญธรรม อำเภอวิหารแดง สระบุรี 18150,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),6299.00,2279.00,NaN,2.76,15.00,15000.00,2.38,01-06-22
อบต.เมืองขีดขิน,14.61408401,100.7399484,ตำบล บ้านหมอ อำเภอ บ้านหมอ สระบุรี 18130,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),4339.00,1744.00,9000.00,2.49,2.00,2000.00,0.46,01-06-22
อบต.เอกราช,14.4890925,100.4288815,ตำบล เอกราช อำเภอ ป่าโมก อ่างทอง 14130,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),3106.00,1106.00,11325.00,2.81,2.74,2740.00,0.88,01-06-22
อบต.แควอ้อม,13.43958173,99.9368732,"อาคารองค์การบริหารส่วนตำบลแควอ้อม, ตำบลแควอ้อม อำเภออัมพวา จังหวัดสมุทรสงคราม, 75110",ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),2214.00,535.00,NaN,4.14,4.00,4000.00,1.81,01-06-22
อบต.แพรกหนามแดง,13.34821367,99.90210154,หมู่ที่ 5 9/9 ตำบล แพรกหนามแดง อำเภออัมพวา สมุทรสงคราม 75110,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),3957.00,1275.00,NaN,3.10,0.11,109.00,0.03,01-06-22
อบต.แม่ลา,14.49912652,100.6249592,ตำบล แม่ลา อำเภอนครหลวง จังหวัดพระนครศรีอยุธยา 13260,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),3423.00,1221.00,NaN,2.80,NaN,NaN,NaN,01-06-22
อบต.โคกใหณ่,17.57872494,101.4941753,"19 หมู่ 1, ตำบล โคกใหญ่ อำเภอ ท่าลี่ เลย 42140",ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),2972.00,1004.00,NaN,2.96,2.09,2090.00,0.70,01-06-22
อบต.โคกช้าง,14.12481623,100.4994224,1/3 ถนน โยธาธิการ พระนครศรีอยุธยา 3111 ตำบล ช่างเหล็ก อำเภอบางไทร จังหวัดพระนครศรีอยุธยา 13190,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),4593.00,4593.00,100000.00,1.00,5.00,5000.00,1.09,01-06-22
อบต.โคกตูม-โพนทอง,14.4143773,100.8178926,ตำบล โพนทอง อำเภอหนองแค สระบุรี 18250,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),3965.00,965.00,NaN,4.11,NaN,NaN,NaN,01-06-22
อบต.โคกสว่าง,14.50252482,100.8886157,9 หมู่ 4 ตำบลโคกสว่าง อำเภอเมืองสระบุรี สระบุรี 18000,ภาคกลาง,องค์การบริหารส่วนตำบล (อบต.),5504.00,2425.00,145000.00,2.27,5.00,5000.00,0.91,01-06-22
