sector_name,lat,long,address,zone,sector_type,population,housing,income,housing_size,amount_waste,amount_waste_kg,waste_rate,edit_date
อบต.บางวัน,9.085535756,98.44289265,"195 หมู่ 5 บ้านคุรอด, ถนนเพชรเกษม, ตำบลบางวัน อำเภอคุระบุรี จังหวัดพังงา, 82150",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7511.00,2992.00,NaN,2.51,6.90,6900.00,0.92,01-06-22
ทต.พนางตุง,7.777880297,100.1118626,ตำบล พนางตุง อำเภอ ควนขนุน พัทลุง 93150,ภาคใต้,เทศบาลตำบล (ทต.),10040.00,3740.00,60000.00,2.68,6.00,6000.00,0.60,01-06-22
ทต.โคกม่วง,7.405365949,100.0530236,ตำบล โคกม่วง อำเภอ เขาชัยสน พัทลุง 93130,ภาคใต้,เทศบาลตำบล (ทต.),10382.00,3625.00,59635.60,2.86,8.00,8000.00,0.77,01-06-22
อบต.ควนมะพร้าว,7.608029968,100.1143937,ตำบล ควนมะพร้าว อำเภอเมืองพัทลุง พัทลุง 93000,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),11612.00,4818.00,83437.30,2.41,NaN,NaN,NaN,01-06-22
อบต.นาปะขอ,7.450033491,100.1967505,ตำบล นาปะขอ อำเภอ บางแก้ว พัทลุง 93140,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),8238.00,2674.00,NaN,3.08,2.00,2000.00,0.24,01-06-22
ทม.กระทู้,7.911167682,98.34754777,"เลขที่ 12 หมู่ 2, ถนนวิชิตสงคราม, ตำบลกะทู้ อำเภอกะทู้ จังหวัดภูเก็ต, 83120 83120",ภาคใต้,เทศบาลเมือง (ทม.),30251.00,21635.00,NaN,1.40,46.00,46000.00,1.52,01-06-22
ทม.ป่าตอง,7.898276123,98.30489241,12/3 ซอย ราชปาทานุสรณ์ ตำบลป่าตอง อำเภอกะทู้ ภูเก็ต 83150,ภาคใต้,เทศบาลเมือง (ทม.),19928.00,4528.00,10000.00,4.40,30.00,30000.00,1.51,01-06-22
อบต.ตาเนาะปูเต๊ะ,6.347631316,101.2962225,ตำบล ตาเนาะปูเต๊ะ อำเภอ บันนังสตา ยะลา 95130,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10361.00,2494.00,30000.00,4.15,2.30,2300.00,0.22,01-06-22
ทต.กายูบอเกาะ,6.476234914,101.4072163,ตำบล กายูบอเกาะ อำเภอ รามัน ยะลา 95140,ภาคใต้,เทศบาลตำบล (ทต.),5091.00,1867.00,NaN,2.73,4.00,4000.00,0.79,01-06-22
ทต.แม่หวาด,6.04563453,101.1675186,"อาคารสำนักงานองค์การบริหารส่วนตำบลแม่หวาด, ตำบลแม่หวาด อำเภอธารโต จังหวัดยะลา, 95150 ",ภาคใต้,เทศบาลตำบล (ทต.),1400.00,534.00,58000.00,2.62,NaN,NaN,NaN,01-06-22
อบต.ตลิ่งชัน,6.293274754,101.3016507,"อาคารองค์การบริหารส่วนตำบลตลิ่งชัน, ถนนหลวงสาย 4106, ตำบลตลิ่งชัน อำเภอบันนังสตา จังหวัดยะลา, 95130",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),14600.00,4937.00,NaN,2.96,2.49,2490.00,0.17,01-06-22
อบต.ตาชี,6.554993223,101.1063396,ตำบล ตาชี อำเภอ ยะหา ยะลา 95120,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),2118.00,647.00,72000.00,3.27,2.58,2580.00,1.22,01-06-22
ทต.ท่าช้าง,7.045412074,100.3927906,"259 หมู่ 6, ตำบลท่าช้าง อำเภอบางกล่ำ จังหวัดสงขลา, 90110 90110",ภาคใต้,เทศบาลตำบล (ทต.),22110.00,9709.00,NaN,2.28,15.00,15000.00,0.68,01-06-22
ทม.ม่วงงาม,7.353608889,100.4897608,ตำบล ม่วงงาม อำเภอ สิงหนคร สงขลา 90330,ภาคใต้,เทศบาลเมือง (ทม.),12059.00,4272.00,NaN,2.82,5.00,5000.00,0.41,01-06-22
อบต.เกาะยอ,7.156660446,100.5351475,"หมู่9, ตำบลเกาะยอ อำเภอเมือง จังหวัดสงขลา 90100",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),4500.00,1400.00,NaN,3.21,4.50,4500.00,1.00,01-06-22
อบต.สะกอม,6.937617067,100.7909811,ตำบล สะกอม อำเภอจะนะ สงขลา 90130,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7938.00,2144.00,109200.00,3.70,NaN,NaN,NaN,01-06-22
ทต.ลำไพล,6.736881516,100.9316858,"282 หมู่1, ตำบลลำไพล อำเภอเทพา จังหวัดสงขลา, 90260",ภาคใต้,เทศบาลตำบล (ทต.),15877.00,4577.00,NaN,3.47,10.00,10000.00,0.63,01-06-22
ทต.สำนักขาม,6.527045424,100.4192478,"หมู่7, ถนนกาญจนวนิช, ตำบลสำนักขาม อำเภอสะเดา จังหวัดสงขลา, 90320 90320",ภาคใต้,เทศบาลตำบล (ทต.),13770.00,9242.00,10500.00,1.49,NaN,NaN,NaN,01-06-22
ทน.สงขลา,7.206704939,100.5964834,ซอย ราชดำเนิน ตำบลบ่อยาง อำเภอเมืองสงขลา สงขลา 90000,ภาคใต้,เทศบาลนคร (ทน.),63048.00,27526.00,200000.00,2.29,80.00,80000.00,1.27,01-06-22
ทม.คลองแห,7.067916455,100.4796553, อำเภอหาดใหญ่ สงขลา 90110,ภาคใต้,เทศบาลเมือง (ทม.),40240.00,20568.00,NaN,1.96,34.00,34000.00,0.84,01-06-22
อบต.ท่าบอน,7.806327349,100.3584793,ตำบล ท่าบอน อำเภอ ระโนด สงขลา 90140,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),8289.00,3147.00,50000.00,2.63,5.00,5000.00,0.60,01-06-22
ทม.สิงหนคร,7.238894329,100.5504712,ตำบล สทิงหม้อ อำเภอ สิงหนคร สงขลา 90280,ภาคใต้,เทศบาลเมือง (ทม.),39909.00,13189.00,130000.00,3.03,25.00,25000.00,0.63,01-06-22
อบต.สำนักแต้ว,6.637060797,100.4403863,หมู่ 2 5/2 ตำบล สำนักแต้ว อำเภอสะเดา สงขลา 90120,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),14241.00,4662.00,42000.00,3.05,NaN,NaN,NaN,01-06-22
ทต.กำแพง,6.884217714,99.78758153,ตำบล กำแพง อำเภอ ละงู สตูล 91110,ภาคใต้,เทศบาลตำบล (ทต.),5012.00,2782.00,150940.00,1.80,6.00,6000.00,1.20,01-06-22
ทต.ท่าทองใหม่,9.147623098,99.392463,"สำนักงานเทศบาลตำบลท่าทองใหม่, ตำบลท่าทองใหม่ อำเภอกาญจนดิษฐ์ จังหวัดสุราษฎร์ธานี, 84290",ภาคใต้,เทศบาลตำบล (ทต.),6874.00,2967.00,NaN,2.32,7.50,7500.00,1.09,01-06-22
ทน.สุราษฎร์ธานี,9.139571753,99.3304939,ตลาด 18 ถนนภักดีอนุสรณ์ ตำบลตลาด อำเภอเมืองสุราษฎร์ธานี สุราษฎร์ธานี 84000,ภาคใต้,เทศบาลนคร (ทน.),131952.00,75272.00,NaN,1.75,130.00,130000.00,0.99,01-06-22
อบต.ไทรทอง,8.387840516,99.05790015,ตำบล ไทรทอง อำเภอ ชัยบุรี สุราษฎร์ธานี 84350,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7495.00,3040.00,NaN,2.47,NaN,NaN,NaN,01-06-22
ทต.ทุ่งหลวง,8.613870078,99.32582959,ตำบล เวียงสระ อำเภอเวียงสระ สุราษฎร์ธานี 84190,ภาคใต้,เทศบาลตำบล (ทต.),11297.00,4049.00,NaN,2.79,3.00,3000.00,0.27,01-06-22
ทม.ท่าข้าม,9.106014634,99.23271714,9 7 ตำบล ท่าข้าม อำเภอพุนพิน สุราษฎร์ธานี 84130,ภาคใต้,เทศบาลเมือง (ทม.),18865.00,9021.00,103962.00,2.09,NaN,NaN,NaN,01-06-22
ทม.นาสาร,8.799503403,99.36338732,30 ถนนเทศบาล 2 ตำบล นาสาร อำเภอบ้านนาสาร สุราษฎร์ธานี 84120,ภาคใต้,เทศบาลเมือง (ทม.),19181.00,8109.00,70801.40,2.37,NaN,NaN,NaN,01-06-22
อบต.บ้านทำเนียบ,8.953183162,98.98639345,ตำบล บ้านทำเนียบ อำเภอ คีรีรัฐนิคม สุราษฎร์ธานี 84180,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10812.00,4580.00,NaN,2.36,11.35,11350.00,1.05,01-06-22
อบต.ท่าอุแท,9.1466063,99.64446323,111 หมู่ 4 ถ. สุราษฎร์ - นครศรีฯ ต ตำบล ท่าอุแท อำเภอกาญจนดิษฐ์ จ.สุราษฏร์ธานี 84160,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10732.00,4707.00,50000.00,2.28,10.00,10000.00,0.93,01-06-22
อบต.บ้านนา,8.844571411,99.30432453,หมู่ 8 อินเตอร์เน็ต 24/1 ตำบล บ้านนา อำเภอบ้านนาเดิม สุราษฎร์ธานี 84240,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),7559.00,2722.00,NaN,2.78,3.50,3500.00,0.46,01-06-22
อบต.สินเจริญ,8.455152686,99.22767672,ตำบล สินเจริญ อำเภอ พระแสง สุราษฎร์ธานี 84210,ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),9525.00,3511.00,NaN,2.71,5.00,5000.00,0.52,01-06-22
อบต.อ่าวตง,7.855920438,99.38469291,"องค์การบริหารส่วนตำบลอ่าวตง, ตำบลอ่าวตง อำเภอวังวิเศษ จังหวัดตรัง, 92220",ภาคใต้,องค์การบริหารส่วนตำบล (อบต.),10997.00,3644.00,NaN,3.02,1.50,1500.00,0.14,01-06-22
ทต.บุดี,6.507340569,101.3192005,"อาคารสำนักงานเทศบาลตำบลบุดี, ถนนหลวงสาย 4063, ตำบลบุดี อำเภอเมือง จังหวัดยะลา, 95000",ภาคใต้,เทศบาลตำบล (ทต.),11444.00,2872.00,22500.00,3.98,NaN,NaN,NaN,01-06-22
ทม.เบตง,5.772921485,101.0648628,335 ถ. สุขยางค์ ตำบล เบตง อำเภอเบตง ยะลา 95110,ภาคใต้,เทศบาลเมือง (ทม.),26421.00,11310.00,80000.00,2.34,18.98,18980.00,0.72,01-06-22
